,mood,mood_count,circumplex.arousal,circumplex.arousal_count,circumplex.valence,circumplex.valence_count,activity,activity_count,screen,screen_count,call,call_count,sms,sms_count,appCat.builtin,appCat.builtin_count,appCat.communication,appCat.communication_count,appCat.entertainment,appCat.entertainment_count,appCat.finance,appCat.finance_count,appCat.game,appCat.game_count,appCat.office,appCat.office_count,appCat.other,appCat.other_count,appCat.social,appCat.social_count,appCat.travel,appCat.travel_count,appCat.unknown,appCat.unknown_count,appCat.utilities,appCat.utilities_count,appCat.weather,appCat.weather_count
"('AS14.19', datetime.date(2014, 3, 10))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,85.0,85,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 11))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,88.0,88,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 12))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,111.0,111,15.0,15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 13))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,119.0,119,15.0,15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 14))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,127.0,127,16.0,16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 15))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,129.0,129,16.0,16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 16))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,132.0,132,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 17))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,135.0,135,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 18))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,138.0,138,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 19))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,149.0,149,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 20))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,157.0,157,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.19', datetime.date(2014, 3, 2))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,34.0,34,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 20))",7.0,1,-1.0,1,1.0,1,0.0,0,369.4009997844696,5,23.0,23,20.0,20,211.45499999999998,7,6.086,1,43.303,1,0.0,0,63.294,2,0.0,0,0.0,0,47.557,1,0.0,0,545.854,1,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 21))",35.0,5,0.0,5,2.0,5,0.0,0,399.4949996471405,6,23.0,23,20.0,20,241.54299999999998,8,6.086,1,43.303,1,0.0,0,63.294,2,0.0,0,0.0,0,47.557,1,0.0,0,545.854,1,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 22))",65.0,9,4.0,9,4.0,9,0.0462962962962962,6,1964.8099999427798,38,23.0,23,20.0,20,271.414,10,409.02099999999996,25,43.303,1,0.0,0,63.294,2,0.0,0,58.238,4,50.57,2,0.0,0,1616.949,6,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 23))",103.0,14,8.0,14,8.0,14,0.3055555555555554,12,2656.180999994277,53,23.0,23,21.0,21,317.826,13,1066.6319999999998,40,91.55799999999999,2,0.0,0,63.294,2,0.0,0,124.03000000000002,9,50.57,2,0.0,0,1639.096,7,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 24))",137.0,19,7.0,19,10.0,19,0.7055555555555555,24,5049.128999471666,72,23.0,23,22.0,22,433.734,29,1833.1290000000004,57,254.547,4,0.0,0,509.09799999999996,3,0.0,0,138.084,10,278.85200000000003,7,0.0,0,2593.75,8,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 25))",161.0,23,4.0,23,8.0,23,1.6527777777777781,36,7707.069999694828,137,23.0,23,22.0,22,1306.252,84,2075.5950000000003,73,516.501,7,0.0,0,856.4839999999999,6,0.0,0,268.60900000000004,18,801.939,18,0.0,0,2815.7650000000003,14,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 3, 26))",195.0,28,6.0,28,10.0,28,1.884637188208617,45,8455.38699960709,155,23.0,23,22.0,22,1563.13,93,2156.3770000000004,80,887.182,10,0.0,0,856.4839999999999,6,0.0,0,341.54,26,1149.304,26,0.0,0,2815.7650000000003,14,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 3, 27))",223.0,32,7.0,32,13.0,32,2.169637188208617,50,9719.108000040058,184,23.0,23,22.0,22,1791.8400000000001,106,2271.4310000000005,85,931.5540000000001,15,0.0,0,1481.205,9,0.0,0,341.54,26,1399.9799999999998,45,0.0,0,2815.7650000000003,14,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 3, 28))",248.0,36,9.0,36,13.0,36,2.3363038548752835,57,10179.659999847416,201,23.0,23,22.0,22,2200.5870000000004,120,2404.7800000000007,94,931.5540000000001,15,0.0,0,1481.205,9,0.0,0,349.567,27,1399.9799999999998,45,0.0,0,2815.7650000000003,14,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 3, 29))",285.0,41,14.0,41,18.0,41,3.165138806331594,63,10940.503999710087,215,27.0,27,22.0,22,2322.830000000001,126,2425.910000000001,99,931.5540000000001,15,0.0,0,1976.108,10,0.0,0,472.0490000000001,35,1399.9799999999998,45,0.0,0,2815.7650000000003,14,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 3, 30))",315.0,45,18.0,45,22.0,45,4.685972139664928,67,11775.17900013924,227,27.0,27,24.0,24,2345.062000000001,129,2870.0410000000015,109,931.5540000000001,15,0.0,0,1976.108,10,0.0,0,472.0490000000001,35,1727.4419999999998,53,0.0,0,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 3, 31))",343.0,49,22.0,50,26.0,50,4.7109721396649284,69,11795.89299988747,231,28.0,28,27.0,27,2345.062000000001,129,2890.7500000000014,113,931.5540000000001,15,0.0,0,1976.108,10,0.0,0,472.0490000000001,35,1727.4419999999998,53,0.0,0,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 1))",368.0,53,22.0,54,26.0,54,4.7109721396649284,74,11825.524999856952,232,28.0,28,31.0,31,2383.402000000001,131,2890.7500000000014,113,931.5540000000001,15,0.0,0,2929.353,11,0.0,0,472.0490000000001,35,1727.4419999999998,53,0.0,0,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 2))",394.0,57,22.0,58,27.0,58,5.113749917442705,80,14102.253000497822,262,28.0,28,31.0,31,2894.145000000002,170,3606.4180000000015,143,1080.336,19,0.0,0,2929.353,11,0.0,0,490.1670000000001,36,2516.739,63,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 3))",414.0,60,23.0,61,28.0,61,5.498910736156155,87,14156.906000375751,265,29.0,29,31.0,31,2937.4030000000016,173,3606.4180000000015,143,1080.336,19,0.0,0,2929.353,11,0.0,0,501.5540000000001,37,2516.739,63,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 4))",442.0,64,26.0,65,30.0,65,5.5933551806006,93,16222.752999305729,316,29.0,29,31.0,31,3213.2320000000004,199,4368.238000000002,184,1080.336,19,75.399,8,3476.156,12,0.0,0,543.058,40,2880.772,68,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 5))",477.0,69,28.0,70,34.0,70,6.498957540563425,103,17030.32899951935,359,31.0,31,31.0,31,3321.986,216,4462.759000000003,192,1107.8110000000001,21,75.399,8,3898.743,15,0.0,0,696.9540000000002,64,2880.772,68,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 6))",512.0,74,31.0,75,38.0,75,7.041001807965608,112,20954.59899902344,409,34.0,34,32.0,32,3553.0039999999995,252,5315.536000000001,233,1121.8940000000002,22,75.399,8,4316.9349999999995,17,0.0,0,696.9540000000002,64,3318.162,72,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 7))",546.0,79,34.0,80,43.0,80,7.157048639921531,116,21244.800999164585,420,34.0,34,33.0,33,3626.939,265,6198.448000000003,254,1199.2590000000002,23,75.399,8,4847.625,18,0.0,0,696.9540000000002,64,3892.922,76,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 8))",575.0,83,36.0,84,46.0,84,7.177250660123551,122,21846.765999078754,425,34.0,34,35.0,35,3693.163,271,6198.448000000003,254,1199.2590000000002,23,75.399,8,5379.342,19,0.0,0,696.9540000000002,64,3896.946,77,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 9))",606.0,87,37.0,88,50.0,88,8.07894742226552,135,23379.461998939518,455,34.0,34,39.0,39,3935.046,294,6461.678000000003,267,1448.1100000000004,31,75.399,8,5379.342,19,0.0,0,741.1770000000001,66,4904.559000000001,97,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 10))",634.0,91,39.0,92,52.0,92,8.340984459302557,147,24592.86899876595,474,34.0,34,40.0,40,4021.816999999999,303,7123.577000000003,286,1572.0980000000004,37,75.399,8,5379.342,19,0.0,0,751.2120000000001,67,5235.072000000001,105,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 11))",664.0,95,41.0,96,55.0,96,8.671540014858113,153,24762.05399870873,487,36.0,36,40.0,40,4077.2189999999987,312,7195.922000000003,297,1572.0980000000004,37,75.399,8,5379.342,19,0.0,0,792.4850000000001,68,5235.072000000001,105,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 12))",698.0,100,41.0,101,58.0,101,9.085365046786595,162,28714.158998727806,555,42.0,42,41.0,41,4403.864999999999,330,9604.037000000006,353,1572.0980000000004,37,125.091,10,5783.717999999999,21,0.0,0,874.1139999999999,77,5340.2840000000015,108,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 13))",732.0,105,41.0,106,61.0,106,9.085365046786595,167,28719.17599868775,556,42.0,42,41.0,41,4416.315999999999,332,9604.037000000006,353,1572.0980000000004,37,125.091,10,6353.392999999999,22,0.0,0,874.1139999999999,77,5340.2840000000015,108,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 14))",766.0,110,41.0,111,62.0,111,9.095365046786595,169,28719.17599868775,556,42.0,42,43.0,43,4416.315999999999,332,9604.037000000006,353,1572.0980000000004,37,125.091,10,6353.392999999999,22,0.0,0,874.1139999999999,77,5340.2840000000015,108,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 15))",800.0,115,41.0,116,65.0,116,10.164809491231038,179,29418.907998561866,593,42.0,42,43.0,43,4520.549999999999,347,10025.419000000009,380,1596.2350000000004,38,125.091,10,6353.392999999999,22,0.0,0,888.2579999999999,78,5475.825000000002,118,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 16))",836.0,120,43.0,121,68.0,121,10.178698380119927,182,29430.20599865914,595,42.0,42,44.0,44,4520.549999999999,347,10025.419000000009,380,1596.2350000000004,38,125.091,10,6353.392999999999,22,0.0,0,899.534,80,5475.825000000002,118,93.43400000000001,2,3636.8660000000004,19,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 17))",868.0,125,41.0,126,70.0,126,10.339078497078992,193,31134.70299863816,623,42.0,42,45.0,45,4827.2210000000005,369,10501.59800000001,400,1661.7890000000002,40,125.091,10,6850.288,24,0.0,0,899.534,80,5795.642000000002,124,93.43400000000001,2,3676.0460000000003,21,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 18))",895.0,129,41.0,130,72.0,130,10.396948867449362,202,31228.249998331077,631,42.0,42,45.0,45,4906.054,375,10501.59800000001,400,1661.7890000000002,40,125.091,10,6850.288,24,0.0,0,899.534,80,5810.275000000002,127,93.43400000000001,2,3676.0460000000003,21,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 19))",925.0,133,41.0,134,76.0,134,10.578302635010026,207,34077.202999353416,703,42.0,42,45.0,45,4979.759,382,12845.905000000004,475,1661.7890000000002,40,125.091,10,7046.737999999999,25,0.0,0,899.534,80,5845.654000000002,128,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 20))",963.0,138,39.0,139,79.0,139,12.315802635010026,217,34835.829999446876,757,43.0,43,45.0,45,5288.155,399,13128.521000000004,499,1661.7890000000002,40,125.091,10,7046.737999999999,25,0.0,0,1084.962,99,5859.007000000002,131,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 21))",1000.0,143,40.0,144,83.0,144,12.920027658352696,227,35555.468000411995,786,43.0,43,46.0,46,5456.721999999998,406,13469.948000000004,524,1676.5720000000001,41,125.091,10,7046.737999999999,25,0.0,0,1099.01,100,6933.268000000002,141,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 22))",1032.0,148,40.0,149,83.0,149,12.920027658352696,227,35555.468000411995,786,43.0,43,52.0,52,5456.721999999998,406,13469.948000000004,524,1676.5720000000001,41,125.091,10,7046.737999999999,25,0.0,0,1099.01,100,6933.268000000002,141,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 23))",1053.0,151,39.0,152,84.0,152,13.245027658352697,233,35873.42499995232,804,43.0,43,53.0,53,5464.877999999998,408,13672.306000000002,544,1688.6370000000002,42,125.091,10,7046.737999999999,25,0.0,0,1111.06,101,7016.418000000002,143,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 24))",1088.0,156,38.0,157,86.0,157,13.577145305411522,242,37351.97200131417,839,44.0,44,53.0,53,6007.743999999998,420,14157.051000000003,577,1704.708,43,125.091,10,7046.737999999999,25,0.0,0,1489.126,109,7099.293000000003,148,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 25))",1116.0,160,40.0,161,87.0,161,13.927491749690006,250,38059.28900170327,873,46.0,46,53.0,53,6200.167999999997,436,14645.753000000006,600,1726.515,44,125.091,10,7046.737999999999,25,0.0,0,1535.723,112,7159.556000000003,149,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 26))",1144.0,164,42.0,165,90.0,165,14.388602860801116,260,39349.90200114251,896,46.0,46,54.0,54,6313.747999999999,447,15239.762000000006,618,1849.0910000000001,45,125.091,10,7046.737999999999,25,0.0,0,1535.723,112,7619.6690000000035,161,93.43400000000001,2,3679.0560000000005,22,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 27))",1178.0,169,42.0,170,90.0,170,14.567531432229687,270,40850.931001663215,941,46.0,46,54.0,54,6445.915999999998,469,15577.401000000009,650,1849.0910000000001,45,125.091,10,7046.737999999999,25,0.0,0,1573.884,114,8552.399000000005,167,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 28))",1212.0,174,42.0,175,91.0,175,15.36114487760784,284,43823.58700084687,997,46.0,46,54.0,54,6695.508999999997,497,16708.266000000014,701,2049.486,52,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,8951.416000000003,178,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 29))",1241.0,178,43.0,179,94.0,179,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 4, 30))",1276.0,183,44.0,184,97.0,184,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 5, 1))",1311.0,188,45.0,189,99.0,189,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 5, 2))",1347.0,193,46.0,194,100.0,194,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 5, 3))",1374.0,197,46.0,198,102.0,198,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 5, 4))",1396.0,200,46.0,201,104.0,201,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 5, 5))",1410.0,202,46.0,203,104.0,203,15.371561544274506,287,44243.09100079537,1001,46.0,46,54.0,54,6859.450999999997,503,16813.743000000013,703,2067.557,53,125.091,10,7607.744999999999,28,0.0,0,1619.904,116,9083.268000000002,180,93.43400000000001,2,3738.6910000000007,23,88.62899999999999,6,0.0,0
"('AS14.20', datetime.date(2014, 2, 17))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3,2.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 19))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,4.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 27))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,6,8.0,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 28))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,7,8.0,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 1))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13.0,13,8.0,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 4))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,15,13.0,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 5))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18.0,18,14.0,14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 8))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21.0,21,17.0,17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 12))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22.0,22,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 13))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,23.0,23,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 18))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3,3.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 21))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,6.0,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 25))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 2, 26))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,8.0,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 3))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13.0,13,9.0,9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 6))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18.0,18,17.0,17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 10))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21.0,21,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 15))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,23.0,23,19.0,19,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.20', datetime.date(2014, 3, 17))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,23.0,23,20.0,20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.23', datetime.date(2014, 3, 22))",14.0,2,0.0,2,2.0,2,1.114082687338501,3,6660.261001825335,113,34.0,34,21.0,21,403.867,16,1784.4219999999996,76,723.923,21,0.0,0,0.0,0,0.0,0,294.72200000000004,14,662.4300000000002,8,0.0,0,2821.547,42,0.0,0,0.0,0
"('AS14.23', datetime.date(2014, 3, 23))",49.0,7,-2.0,7,7.0,7,5.2560095840787575,22,42951.347003459916,257,35.0,35,21.0,21,1472.943,72,10197.129000000008,315,1888.814,50,0.0,0,0.0,0,0.0,0,361.304,18,27571.816999999992,179,0.0,0,3095.8630000000007,47,21.201999999999998,2,0.0,0
"('AS14.23', datetime.date(2014, 3, 24))",78.0,12,-3.0,12,6.0,12,11.298034507353679,39,54194.37400460242,501,35.0,35,21.0,21,4170.433999999999,175,13886.321,515,3019.8419999999996,58,0.0,0,0.0,0,0.0,0,805.021,37,28842.778,208,39.085,1,3376.8270000000007,57,24.217999999999996,3,0.0,0
"('AS14.23', datetime.date(2014, 3, 25))",109.0,17,-5.0,17,9.0,17,15.697299327927128,55,75675.79300379752,688,35.0,35,21.0,21,6355.049000000002,276,19641.60799999998,705,16285.227999999997,96,0.0,0,0.0,0,0.0,0,1111.6390000000001,50,28842.778,208,219.477,5,3633.7900000000004,65,24.217999999999996,3,0.0,0
"('AS14.23', datetime.date(2014, 3, 26))",137.0,21,-6.0,21,14.0,21,21.773032151846458,70,87069.73000121115,880,36.0,36,22.0,22,7055.735999999999,356,26608.249999999996,900,18750.69099999999,110,0.0,0,179.902,4,0.0,0,1952.7589999999998,60,28988.446999999996,212,241.563,6,3719.1230000000005,69,24.217999999999996,3,0.0,0
"('AS14.23', datetime.date(2014, 3, 27))",165.0,25,-3.0,25,19.0,25,26.047653363967672,82,96192.9450008869,969,36.0,36,22.0,22,8060.755000000001,409,30340.745999999996,968,22753.854,126,0.0,0,1864.711,19,0.0,0,2045.5499999999997,69,29003.548999999995,213,283.72299999999996,7,4673.039000000001,71,24.217999999999996,3,0.0,0
